name,type,dex_num,category,target,power,accuracy,priority,pp,short_description,long_description,has_secondary_effect,is_multi_hit,multi_hit_high,multi_hit_low,ignores_substitute,ignores_protect,bounceable,bite,bullet,contact,dance,heal,powder,pulse,punch,slice,sound,wind,boosted_by_sheer_force,ohko,is_z_move,is_max_move,is_legal
Storm Throw,"""Fighting""",480,Physical,normal,60,100,0,10,Always results in a critical hit.,This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities.,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Strange Steam,"""Fairy""",790,Special,normal,90,95,0,10,20% chance to confuse the target.,Has a 20% chance to confuse the target.,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Strength,"""Normal""",70,Physical,normal,80,100,0,15,No additional effect.,No additional effect.,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Strength Sap,"""Grass""",668,Status,normal,0,100,0,10,User heals HP=target's Atk stat. Lowers Atk by 1.,"Lowers the target's Attack by 1 stage. The user restores its HP equal to the target's Attack stat calculated with its stat stage before this move was used. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down. Fails if the target's Attack stat stage is -6.",0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
String Shot,"""Bug""",81,Status,allAdjacentFoes,0,95,0,40,Lowers the foe(s) Speed by 2.,Lowers the target's Speed by 2 stages.,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Struggle,"""Normal""",165,Physical,randomNormal,50,-1,0,1,User loses 1/4 of its max HP.,"Deals typeless damage to a random opposing Pokemon. If this move was successful, the user loses 1/4 of its maximum HP, rounded half up, and the Rock Head Ability does not prevent this. This move is automatically used if none of the user's known moves can be selected.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Struggle Bug,"""Bug""",522,Special,allAdjacentFoes,50,100,0,20,100% chance to lower the foe(s) Sp. Atk by 1.,Has a 100% chance to lower the target's Special Attack by 1 stage.,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Stuff Cheeks,"""Normal""",747,Status,self,0,-1,0,10,"Must hold Berry to use. User eats Berry, Def +2.","This move cannot be selected unless the user is holding a Berry. The user eats its Berry and raises its Defense by 2 stages. This effect is not prevented by the Klutz or Unnerve Abilities, or the effects of Embargo or Magic Room. Fails if the user is not holding a Berry.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stun Spore,"""Grass""",78,Status,normal,0,75,0,30,Paralyzes the target.,Paralyzes the target.,0,0,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Submission,"""Fighting""",66,Physical,normal,80,80,0,20,Has 1/4 recoil.,"If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded half up, but not less than 1 HP.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Substitute,"""Normal""",164,Status,self,0,-1,0,10,User takes 1/4 its max HP to put in a substitute.,"The user takes 1/4 of its maximum HP, rounded down, and puts it into a substitute to take its place in battle. The substitute is removed once enough damage is inflicted on it, if the user switches out or faints, or if any Pokemon uses Tidy Up. Baton Pass can be used to transfer the substitute to an ally, and the substitute will keep its remaining HP. Until the substitute is broken, it receives damage from all attacks made by other Pokemon and shields the user from status effects and stat stage changes caused by other Pokemon. Sound-based moves and Pokemon with the Infiltrator Ability ignore substitutes. The user still takes normal damage from weather and status effects while behind its substitute. If the substitute breaks during a multi-hit attack, the user will take damage from any remaining hits. If a substitute is created while the user is trapped by a binding move, the binding effect ends immediately. Fails if the user does not have enough HP remaining to create a substitute without fainting, or if it already has a substitute.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Subzero Slammer,"""Ice""",650,Physical,normal,1,-1,0,1,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sucker Punch,"""Dark""",389,Physical,normal,70,100,1,5,Usually goes first. Fails if target is not attacking.,"Fails if the target did not select a physical attack, special attack, or Me First for use this turn, or if the target moves before the user.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Sunny Day,"""Fire""",241,Status,all,0,-1,0,5,"For 5 turns, intense sunlight powers Fire moves.","For 5 turns, the weather becomes Sunny Day. The damage of Fire-type attacks is multiplied by 1.5 and the damage of Water-type attacks is multiplied by 0.5 during the effect. Lasts for 8 turns if the user is holding Heat Rock. Fails if the current weather is Sunny Day.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sunsteel Strike,"""Steel""",713,Physical,normal,100,100,0,5,Ignores the Abilities of other Pokemon.,This move and its effects ignore the Abilities of other Pokemon.,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Supercell Slam,"""Electric""",916,Physical,normal,100,95,0,15,User is hurt by 50% of its max HP if it misses.,"If this attack is not successful, the user loses half of its maximum HP, rounded down, as crash damage. Pokemon with the Magic Guard Ability are unaffected by crash damage. Damage doubles and no accuracy check is done if the target has used Minimize while active.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Super Fang,"""Normal""",162,Physical,normal,0,90,0,10,Does damage equal to 1/2 target's current HP.,"Deals damage to the target equal to half of its current HP, rounded down, but not less than 1 HP.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Superpower,"""Fighting""",276,Physical,normal,120,100,0,5,Lowers the user's Attack and Defense by 1.,Lowers the user's Attack and Defense by 1 stage.,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Supersonic,"""Normal""",48,Status,normal,0,55,0,20,Causes the target to become confused.,Causes the target to become confused.,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Supersonic Skystrike,"""Flying""",626,Physical,normal,1,-1,0,1,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Surf,"""Water""",57,Special,allAdjacent,90,100,0,15,Hits adjacent Pokemon. Double damage on Dive.,Damage doubles if the target is using Dive.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Surging Strikes,"""Water""",818,Physical,normal,25,100,0,5,Always results in a critical hit. Hits 3 times.,Hits three times. This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities.,0,1,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Swagger,"""Normal""",207,Status,normal,0,85,0,15,Raises the target's Attack by 2 and confuses it.,Raises the target's Attack by 2 stages and confuses it.,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Swallow,"""Normal""",256,Status,self,0,-1,0,10,Heals the user based on uses of Stockpile.,"The user restores its HP based on its Stockpile count. Restores 1/4 of its maximum HP if it's 1, 1/2 of its maximum HP if it's 2, both rounded half down, and all of its HP if it's 3. Fails if the user's Stockpile count is 0. The user's Defense and Special Defense decrease by as many stages as Stockpile had increased them, and the user's Stockpile count resets to 0.",0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sweet Kiss,"""Fairy""",186,Status,normal,0,75,0,10,Causes the target to become confused.,Causes the target to become confused.,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sweet Scent,"""Normal""",230,Status,allAdjacentFoes,0,100,0,20,Lowers the foe(s) evasiveness by 2.,Lowers the target's evasiveness by 2 stages.,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Swift,"""Normal""",129,Special,allAdjacentFoes,60,-1,0,20,This move does not check accuracy. Hits foes.,This move does not check accuracy.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Switcheroo,"""Dark""",415,Status,normal,0,100,0,10,User switches its held item with the target's.,"The user swaps its held item with the target's held item. Fails if either the user or the target is holding a Mail or Z-Crystal, if neither is holding an item, if the user is trying to give or take a Mega Stone to or from the species that can Mega Evolve with it, or if the user is trying to give or take a Blue Orb, a Red Orb, a Griseous Orb, a Plate, a Drive, or a Memory to or from a Kyogre, a Groudon, a Giratina, an Arceus, a Genesect, or a Silvally, respectively. The target is immune to this move if it has the Sticky Hold Ability.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Swords Dance,"""Normal""",14,Status,self,0,-1,0,20,Raises the user's Attack by 2.,Raises the user's Attack by 2 stages.,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Synchronoise,"""Psychic""",485,Special,allAdjacent,120,100,0,10,Hits adjacent Pokemon sharing the user's type.,The target is immune if it does not share a type with the user.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synthesis,"""Grass""",235,Status,self,0,-1,0,5,Heals the user by a weather-dependent amount.,"The user restores 1/2 of its maximum HP if Delta Stream or no weather conditions are in effect or if the user is holding Utility Umbrella, 2/3 of its maximum HP if the weather is Desolate Land or Sunny Day, and 1/4 of its maximum HP if the weather is Primordial Sea, Rain Dance, Sandstorm, or Snow, all rounded half down.",0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Syrup Bomb,"""Grass""",903,Special,normal,60,85,0,10,Target's Speed is lowered by 1 stage for 3 turns.,"If this move is successful, it causes the target's Speed to be lowered by 1 stage at the end of each turn for 3 turns.",1,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Tachyon Cutter,"""Steel""",911,Special,normal,50,-1,0,10,Hits twice. This move does not check accuracy.,"Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit. This move does not check accuracy.",0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tackle,"""Normal""",33,Physical,normal,40,100,0,35,No additional effect.,No additional effect.,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tail Glow,"""Bug""",294,Status,self,0,-1,0,20,Raises the user's Sp. Atk by 3.,Raises the user's Special Attack by 3 stages.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tail Slap,"""Normal""",541,Physical,normal,25,85,0,10,Hits 2-5 times in one turn.,"Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times. If the user is holding Loaded Dice, this move will hit 4-5 times.",0,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tail Whip,"""Normal""",39,Status,allAdjacentFoes,0,100,0,30,Lowers the foe(s) Defense by 1.,Lowers the target's Defense by 1 stage.,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tailwind,"""Flying""",366,Status,allySide,0,-1,0,15,"For 4 turns, allies' Speed is doubled.","For 4 turns, the user and its party members have their Speed doubled. Fails if this move is already in effect for the user's side.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Take Down,"""Normal""",36,Physical,normal,90,85,0,20,Has 1/4 recoil.,"If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded half up, but not less than 1 HP.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Take Heart,"""Psychic""",850,Status,self,0,-1,0,15,"Cures user's status, raises Sp. Atk, Sp. Def by 1.",The user cures its non-volatile status condition. Raises the user's Special Attack and Special Defense by 1 stage.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tar Shot,"""Rock""",749,Status,normal,0,100,0,15,Target gets -1 Spe and becomes weaker to Fire.,"Lowers the target's Speed by 1 stage. Until the target switches out, the effectiveness of Fire-type moves is doubled against it.",0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Taunt,"""Dark""",269,Status,normal,0,100,0,20,Target can't use status moves its next 3 turns.,Prevents the target from using non-damaging moves for its next three turns. Pokemon with the Oblivious Ability or protected by the Aroma Veil Ability are immune.,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tearful Look,"""Normal""",715,Status,normal,0,-1,0,20,Lowers the target's Attack and Sp. Atk by 1.,Lowers the target's Attack and Special Attack by 1 stage.,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Teatime,"""Normal""",752,Status,all,0,-1,0,10,All active Pokemon consume held Berries.,"All active Pokemon consume their held Berries. This effect is not prevented by substitutes, the Klutz or Unnerve Abilities, or the effects of Embargo or Magic Room. Fails if no active Pokemon is holding a Berry.",0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Techno Blast,"""Normal""",546,Special,normal,120,100,0,5,Type varies based on the held Drive.,This move's type depends on the user's held Drive.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tectonic Rage,"""Ground""",630,Physical,normal,1,-1,0,1,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Teeter Dance,"""Normal""",298,Status,allAdjacent,0,100,0,20,Confuses adjacent Pokemon.,Causes the target to become confused.,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Telekinesis,"""Psychic""",477,Status,normal,0,-1,0,15,"For 3 turns, target floats but moves can't miss it.","For 3 turns, the target cannot avoid any attacks made against it, other than OHKO moves, as long as it remains active. During the effect, the target is immune to Ground-type attacks and the effects of Spikes, Toxic Spikes, Sticky Web, and the Arena Trap Ability as long as it remains active. If the target uses Baton Pass, the replacement will gain the effect. Ingrain, Smack Down, Thousand Arrows, and Iron Ball override this move if the target is under any of their effects. Fails if the target is already under this effect or the effects of Ingrain, Smack Down, or Thousand Arrows. The target is immune to this move on use if its species is Diglett, Dugtrio, Alolan Diglett, Alolan Dugtrio, Sandygast, Palossand, or Gengar while Mega-Evolved. Mega Gengar cannot be under this effect by any means.",0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teleport,"""Psychic""",100,Status,self,0,-1,-6,20,User switches out.,"If this move is successful and the user has not fainted, the user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if there are no unfainted party members.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Temper Flare,"""Fire""",915,Physical,normal,75,100,0,10,Power doubles if the user's last move failed.,"Power doubles if the user's last move on the previous turn, including moves called by other moves or those used through Instruct, Magic Coat, Snatch, or the Dancer or Magic Bounce Abilities, failed to do any of its normal effects, not including damage from an unsuccessful High Jump Kick, Jump Kick, or Mind Blown, or if the user was prevented from moving by any effect other than recharging or Sky Drop. A move that was blocked by Baneful Bunker, Detect, King's Shield, Protect, Spiky Shield, Crafty Shield, Mat Block, Quick Guard, or Wide Guard will not double this move's power, nor will Bounce or Fly ending early due to the effect of Gravity, Smack Down, or Thousand Arrows.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tera Blast,"""Normal""",851,Special,normal,80,100,0,10,"If Terastallized: Phys. if Atk > SpA, type = Tera.","If the user is Terastallized, this move becomes a physical attack if the user's Attack is greater than its Special Attack, including stat stage changes, and this move's type becomes the same as the user's Tera Type. In addition, if the user's Tera Type is Stellar, this move has 100 power, is super effective against Terastallized targets and neutral against other targets, and lowers the user's Attack and Special Attack by 1 stage.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tera Starstorm,"""Normal""",906,Special,normal,120,100,0,5,"Terapagos-Stellar: Stellar type, hits both foes.","If the user is a Terapagos in Stellar Form, this move's type becomes Stellar, hits all opposing Pokemon, and becomes a physical attack if the user's Attack is greater than its Special Attack, including stat stage changes.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Terrain Pulse,"""Normal""",805,Special,normal,50,100,0,10,"User on terrain: power doubles, type varies.","Power doubles if the user is grounded and a terrain is active, and this move's type changes to match. Electric type during Electric Terrain, Grass type during Grassy Terrain, Fairy type during Misty Terrain, and Psychic type during Psychic Terrain.",0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Thief,"""Dark""",168,Physical,normal,60,100,0,25,"If the user has no item, it steals the target's.","If this attack was successful and the user has not fainted, it steals the target's held item if the user is not holding one. The target's item is not stolen if it is a Mail or Z-Crystal, or if the target is a Kyogre holding a Blue Orb, a Groudon holding a Red Orb, a Giratina holding a Griseous Orb, an Arceus holding a Plate, a Genesect holding a Drive, a Silvally holding a Memory, or a Pokemon that can Mega Evolve holding the Mega Stone for its species. Items lost to this move cannot be regained with Recycle or the Harvest Ability.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
